Entry	Gene ontology IDs	Cross-reference (InterPro)
Q14192	GO:0000122; GO:0001649; GO:0003712; GO:0003714; GO:0005634; GO:0005654; GO:0005925; GO:0008134; GO:0009725; GO:0019222; GO:0030018; GO:0031430; GO:0042802; GO:0043066; GO:0043425; GO:0046872; GO:0055014; GO:0055015; GO:0060347; GO:0070885	IPR037987;IPR001781;
Q14202	GO:0003677; GO:0005654; GO:0007010; GO:0007275; GO:0008270; GO:0022604	IPR021893;IPR011017;IPR010507;
Q14207	GO:0000083; GO:0001701; GO:0003712; GO:0003713; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0008022; GO:0010468; GO:0015030; GO:0045893; GO:0045944; GO:0097504	IPR006594;IPR031442;
Q14209	GO:0000785; GO:0000978; GO:0000981; GO:0000987; GO:0001228; GO:0003677; GO:0003700; GO:0005654; GO:0006357; GO:0006367; GO:0007049; GO:0008134; GO:0043565; GO:0045944; GO:0046983; GO:0051726; GO:0072332; GO:0090575; GO:1903671; GO:1990086; GO:1990837	IPR015633;IPR037241;IPR032198;IPR003316;IPR036388;IPR036390;
Q14258	GO:0003713; GO:0003723; GO:0005654; GO:0005829; GO:0006511; GO:0006513; GO:0010494; GO:0016032; GO:0016604; GO:0016874; GO:0019985; GO:0030433; GO:0032480; GO:0032880; GO:0033280; GO:0039552; GO:0043123; GO:0043627; GO:0045087; GO:0045296; GO:0046596; GO:0046597; GO:0046872; GO:0051091; GO:0051092; GO:0051607; GO:0060333; GO:0061630; GO:1902186; GO:1902187; GO:1990830	IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR003877;IPR042753;IPR001841;IPR013083;IPR017907;
Q14332	GO:0003149; GO:0003150; GO:0003151; GO:0004930; GO:0005737; GO:0005886; GO:0005925; GO:0007223; GO:0007608; GO:0016021; GO:0016055; GO:0017147; GO:0030165; GO:0030182; GO:0030669; GO:0030855; GO:0042813; GO:0045893; GO:0051091; GO:0060022; GO:0060070; GO:0060071; GO:0060119; GO:0090103; GO:0090179; GO:1904886	IPR015526;IPR000539;IPR020067;IPR036790;IPR041778;IPR026550;IPR017981;
Q14393	GO:0001764; GO:0001786; GO:0001934; GO:0001961; GO:0002576; GO:0003104; GO:0005102; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0005788; GO:0005796; GO:0006468; GO:0006888; GO:0006909; GO:0007165; GO:0007167; GO:0007596; GO:0009267; GO:0010628; GO:0010804; GO:0018105; GO:0019064; GO:0019079; GO:0030296; GO:0030674; GO:0030971; GO:0031093; GO:0031100; GO:0031589; GO:0032008; GO:0032148; GO:0032689; GO:0032692; GO:0032715; GO:0032720; GO:0032825; GO:0033138; GO:0035457; GO:0035690; GO:0035754; GO:0040008; GO:0043027; GO:0043066; GO:0043154; GO:0043277; GO:0043433; GO:0043491; GO:0043687; GO:0044267; GO:0045860; GO:0045892; GO:0046718; GO:0046813; GO:0046827; GO:0048018; GO:0048146; GO:0050766; GO:0050900; GO:0051897; GO:0061098; GO:0070062; GO:0070168; GO:0070374; GO:0070588; GO:0071307; GO:0071333; GO:0071363; GO:0072659; GO:0085029; GO:0097028; GO:0097241; GO:1900142; GO:2000270; GO:2000352; GO:2000510; GO:2000533; GO:2000669	IPR026823;IPR017857;IPR013320;IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;IPR035972;IPR000294;IPR009030;IPR001791;
Q14469	GO:0000122; GO:0000978; GO:0000981; GO:0001085; GO:0001227; GO:0001889; GO:0003143; GO:0003151; GO:0003266; GO:0003281; GO:0003677; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0007155; GO:0007219; GO:0007224; GO:0007399; GO:0008134; GO:0008284; GO:0009952; GO:0016477; GO:0021537; GO:0021555; GO:0021557; GO:0021558; GO:0021575; GO:0021861; GO:0021984; GO:0030324; GO:0030513; GO:0030901; GO:0031016; GO:0032991; GO:0035019; GO:0035910; GO:0042102; GO:0042531; GO:0042803; GO:0042826; GO:0043388; GO:0043398; GO:0043433; GO:0043565; GO:0045598; GO:0045608; GO:0045665; GO:0045747; GO:0045892; GO:0045893; GO:0045944; GO:0045977; GO:0046331; GO:0046425; GO:0046427; GO:0048469; GO:0048538; GO:0048667; GO:0048711; GO:0048715; GO:0048844; GO:0050678; GO:0050767; GO:0051087; GO:0060122; GO:0060164; GO:0060253; GO:0060412; GO:0060675; GO:0060716; GO:0061009; GO:0061106; GO:0061309; GO:0061626; GO:0065003; GO:0070888; GO:0071820; GO:0072012; GO:0072049; GO:0072050; GO:0072141; GO:0072282; GO:0090102; GO:0090162; GO:0097084; GO:0097150; GO:1905934; GO:1990837; GO:2000227; GO:2000737; GO:2000974; GO:2000978	IPR011598;IPR036638;IPR003650;
Q14494	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005789; GO:0005829; GO:0006357; GO:0006783; GO:0008203; GO:0008289; GO:0009653; GO:0015485; GO:0016021; GO:0030176; GO:0034599; GO:0036003; GO:0042632; GO:0045454; GO:0046982; GO:0055088; GO:0071397; GO:0097201; GO:1901329	IPR004827;IPR004826;IPR029847;IPR008917;
Q14498	GO:0003723; GO:0005654; GO:0006396; GO:0006397; GO:0008380; GO:0015630; GO:0016607; GO:0032991; GO:0034451; GO:0048024; GO:0050733	IPR012677;IPR035979;IPR029123;IPR006509;IPR000504;IPR003954;
Q14526	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0003700; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0007275; GO:0008630; GO:0016055; GO:0030178; GO:0042826; GO:0043517; GO:0043565; GO:0046872; GO:1990837	IPR000210;IPR028424;IPR011333;IPR036236;IPR013087;
Q14527	GO:0003677; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006325; GO:0008270; GO:0016020; GO:0016567; GO:0016818; GO:0031625; GO:0045944; GO:0061630; GO:0070615	IPR014001;IPR001650;IPR014905;IPR027417;IPR038718;IPR000330;IPR001841;IPR013083;IPR017907;
Q14541	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0004879; GO:0005654; GO:0005829; GO:0006357; GO:0006367; GO:0008270; GO:0030154; GO:0045171; GO:0045944; GO:0048856; GO:0072686	IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
Q14549	GO:0000785; GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0007628; GO:0019230; GO:0021522; GO:0048663; GO:0051960; GO:0097374	IPR031251;IPR042982;IPR009057;IPR017970;IPR001356;IPR020479;
Q14565	GO:0000150; GO:0000730; GO:0000781; GO:0000794; GO:0001541; GO:0001556; GO:0003677; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0005694; GO:0006312; GO:0007129; GO:0007131; GO:0007141; GO:0007283; GO:0007286; GO:0007292; GO:0008094; GO:0042148; GO:0042802; GO:0051321; GO:0070192	IPR003593;IPR011940;IPR013632;IPR016467;IPR010995;IPR027417;IPR033925;IPR020588;IPR020587;
Q14582	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0005654; GO:0006357; GO:0046983	IPR011598;IPR036638;
Q14584	GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036236;IPR013087;
Q14585	GO:0000122; GO:0000978; GO:0001228; GO:0005634; GO:0006357; GO:0006359; GO:0006366; GO:0006383; GO:0046872; GO:1990837	IPR036236;IPR013087;
Q14586	GO:0000978; GO:0001228; GO:0005634; GO:0006357; GO:0007275; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q14587	GO:0000122; GO:0000978; GO:0001228; GO:0001934; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0005829; GO:0006355; GO:0006357; GO:0007346; GO:0008284; GO:0008285; GO:0015629; GO:0030154; GO:0030335; GO:0043065; GO:0043066; GO:0043497; GO:0045597; GO:0045732; GO:0045944; GO:0046872; GO:0071157; GO:0071356; GO:0090073; GO:1901224	IPR001909;IPR036051;IPR036236;IPR013087;
Q14588	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q14590	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q14592	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0046872; GO:1990837	IPR001909;IPR036051;IPR036236;IPR013087;
Q14593	GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q14653	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0002376; GO:0003677; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006357; GO:0006915; GO:0006974; GO:0016032; GO:0019904; GO:0031663; GO:0032479; GO:0032480; GO:0032481; GO:0032727; GO:0032728; GO:0035666; GO:0039530; GO:0042802; GO:0042803; GO:0042981; GO:0043123; GO:0043565; GO:0045944; GO:0050727; GO:0051607; GO:0060333; GO:0060337; GO:0060340; GO:0071360; GO:0071888; GO:0097300; GO:0098586; GO:1990837	IPR019817;IPR001346;IPR019471;IPR017855;IPR008984;IPR036388;IPR036390;
Q14678	GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0008013; GO:0008283; GO:0010977; GO:0030036; GO:0030177; GO:0030336; GO:0030837; GO:0032587; GO:0035023; GO:0035024; GO:0046627; GO:0090263; GO:0090303; GO:0090521; GO:1900025; GO:1900028; GO:2000114; GO:2000393	IPR002110;IPR020683;IPR036770;IPR021939;
Q14679	GO:0000226; GO:0005524; GO:0005829; GO:0005874; GO:0005929; GO:0015631; GO:0018095; GO:0018200; GO:0036064; GO:0070739; GO:0070740; GO:0097731; GO:0120222	IPR013815;IPR004344;IPR027748;
Q14684	GO:0001652; GO:0003713; GO:0003723; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0005829; GO:0006364; GO:0006397; GO:0006915; GO:0008380; GO:0010923; GO:0016032; GO:0030687; GO:0030688; GO:0034260; GO:0043065; GO:0043484; GO:0043923; GO:0045944; GO:0098586	IPR010301;
Q14686	GO:0003682; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0006352; GO:0006974; GO:0007420; GO:0007507; GO:0009725; GO:0019216; GO:0019899; GO:0030099; GO:0030331; GO:0030374; GO:0035097; GO:0043231; GO:0045893; GO:0045944; GO:0046965; GO:0046966; GO:0051427	IPR026638;IPR032715;
Q14693	GO:0003713; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0005741; GO:0005789; GO:0005829; GO:0006260; GO:0006642; GO:0006646; GO:0006654; GO:0006656; GO:0007077; GO:0008195; GO:0009062; GO:0019432; GO:0031100; GO:0031642; GO:0031965; GO:0032869; GO:0044255; GO:0045944; GO:0046473; GO:0120162; GO:1903730	IPR036412;IPR026058;IPR031703;IPR007651;IPR013209;IPR031315;IPR028794;
Q14765	GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005654; GO:0005829; GO:0006357; GO:0006952; GO:0007259; GO:0019221; GO:0035722; GO:0038114; GO:0038155; GO:0042127; GO:0042802; GO:0043434; GO:0045944; GO:0070757	IPR008967;IPR000980;IPR036860;IPR001217;IPR029839;IPR035856;IPR036535;IPR013800;IPR015988;IPR013801;IPR012345;IPR013799;
Q14774	GO:0000785; GO:0000981; GO:0001889; GO:0005634; GO:0007275; GO:0007519; GO:0008284; GO:0030154; GO:0043565; GO:0045627; GO:0045629; GO:0046622; GO:0048484; GO:0048557	IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;
Q14781	GO:0000122; GO:0000791; GO:0000792; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0006325; GO:0030154; GO:0031519; GO:0035064; GO:0035102; GO:0045137	IPR042796;IPR033773;IPR016197;IPR000953;IPR023780;IPR023779;
Q14789	GO:0000139; GO:0003723; GO:0005793; GO:0005794; GO:0005795; GO:0005801; GO:0005829; GO:0006355; GO:0006888; GO:0006892; GO:0007030; GO:0016020; GO:0016021; GO:0035988; GO:0043565; GO:1905793	IPR026202;IPR003106;
Q147U1	GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q14814	GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001649; GO:0001958; GO:0002062; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0006915; GO:0007399; GO:0007512; GO:0007517; GO:0030154; GO:0033613; GO:0035914; GO:0042803; GO:0042826; GO:0043231; GO:0045944; GO:0046982; GO:1904707; GO:1990837	IPR022102;IPR033896;IPR002100;IPR036879;
Q14839	GO:0000785; GO:0001103; GO:0003677; GO:0003678; GO:0005524; GO:0005654; GO:0005737; GO:0005813; GO:0006357; GO:0008134; GO:0008270; GO:0016020; GO:0016581; GO:0032991; GO:0042826; GO:0043044; GO:0070615; GO:0090575; GO:1901796	IPR012957;IPR012958;IPR016197;IPR000953;IPR023780;IPR002464;IPR009462;IPR009463;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q14863	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0003700; GO:0005634; GO:0006357; GO:0007420; GO:0007507; GO:0007517; GO:0043565; GO:1990837	IPR009057;IPR001356;IPR010982;IPR013847;IPR000327;
Q14865	GO:0000122; GO:0000976; GO:0001822; GO:0001889; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0006357; GO:0006807; GO:0008584; GO:0008585; GO:0009791; GO:0010761; GO:0030325; GO:0035264; GO:0045444; GO:0045892; GO:0048008; GO:0048468; GO:0048644; GO:0048705; GO:0051091; GO:0060021; GO:0060325; GO:0060612; GO:0060613; GO:1990830	IPR030408;IPR001606;IPR036431;IPR043151;
Q14872	GO:0000978; GO:0000981; GO:0000987; GO:0001228; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006351; GO:0006357; GO:0006979; GO:0007417; GO:0010038; GO:0035035; GO:0045944; GO:0046686; GO:0046872; GO:0071294; GO:1990079; GO:1990837	IPR029796;IPR036236;IPR013087;
Q14894	GO:0000122; GO:0003714; GO:0005737; GO:0005782; GO:0005829; GO:0006554; GO:0007605; GO:0042403; GO:0042562; GO:0042803; GO:0047127; GO:0050661; GO:0070062; GO:0070324; GO:0070327	IPR036291;IPR003462;IPR023401;
Q14919	GO:0000122; GO:0001046; GO:0001091; GO:0003713; GO:0003714; GO:0005634; GO:0006355; GO:0006366; GO:0016251; GO:0017025; GO:0017054; GO:0042802; GO:0045944; GO:0046982; GO:0090575	IPR003958;IPR009072;
Q14929	GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q14934	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001569; GO:0005634; GO:0005667; GO:0005829; GO:0006357; GO:0006954; GO:0007507; GO:0007616; GO:0008134; GO:0008630; GO:0016607; GO:0030178; GO:0031547; GO:0032091; GO:0032760; GO:0033173; GO:0034644; GO:0035562; GO:0042975; GO:0043524; GO:0045333; GO:0045944; GO:0050774; GO:0051145; GO:0055001; GO:0060291; GO:0071285; GO:1902894; GO:1990837; GO:2000297; GO:2001235	IPR013783;IPR014756;IPR002909;IPR008366;IPR008967;IPR032397;IPR011539;IPR037059;
Q14938	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0006260; GO:0006357; GO:0006366; GO:0045944; GO:1990837	IPR000647;IPR020604;IPR019739;IPR019548;IPR003619;
Q14966	GO:0003690; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0008270; GO:0008380; GO:0016607; GO:0043231	IPR000690;IPR003604;IPR012677;IPR035979;IPR000504;IPR033096;IPR022755;IPR036236;IPR013087;
Q14978	GO:0000278; GO:0001093; GO:0001650; GO:0003723; GO:0005524; GO:0005525; GO:0005654; GO:0005730; GO:0005737; GO:0006364; GO:0006417; GO:0006970; GO:0007000; GO:0008139; GO:0008284; GO:0014029; GO:0014032; GO:0015030; GO:0019904; GO:0030674; GO:0031428; GO:0031429; GO:0033979; GO:0034512; GO:0034513; GO:0042306; GO:0045893; GO:0046982; GO:0062064; GO:0062065	IPR006594;IPR007718;
Q14994	GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0004879; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0006367; GO:0007165; GO:0008270; GO:0030154; GO:0045944; GO:1990837	IPR035500;IPR000536;IPR001723;IPR001728;IPR001628;IPR013088;
Q14995	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0004879; GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0006367; GO:0008270; GO:0009755; GO:0019216; GO:0030154; GO:0042752; GO:0045892; GO:0045893; GO:0045944; GO:0048512; GO:0050727; GO:0050728; GO:0055088; GO:0097009; GO:1990837; GO:2001014	IPR035500;IPR000536;IPR001723;IPR001628;IPR013088;
Q149N8	GO:0000209; GO:0000786; GO:0003677; GO:0004386; GO:0004842; GO:0005524; GO:0005654; GO:0006281; GO:0006334; GO:0006974; GO:0016567; GO:0016787; GO:0031625; GO:0046872; GO:0061630; GO:0070615	IPR014001;IPR001650;IPR005818;IPR027417;IPR038718;IPR000330;IPR036388;IPR036390;IPR019786;IPR011011;IPR001965;IPR001841;IPR013083;IPR017907;
Q14CW9	GO:0000124; GO:0003713; GO:0005634; GO:0006357; GO:0008270; GO:0010390; GO:0016578; GO:0030374; GO:0045893; GO:0071819	IPR013246;IPR013243;
Q15014	GO:0000123; GO:0005654; GO:0005730; GO:0005886; GO:0006281; GO:0006342; GO:0016573; GO:0016575; GO:0035267; GO:0040008; GO:0043967; GO:0043968; GO:0045944; GO:0051155	IPR008676;IPR038217;IPR026541;IPR038012;
Q15020	GO:0000244; GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006334; GO:0010468; GO:0015030; GO:0016607; GO:0017070; GO:0030621; GO:0030624; GO:0042393; GO:0061574; GO:1903586; GO:1990381	IPR003107;IPR008669;IPR012677;IPR035979;IPR000504;IPR034217;IPR034218;IPR011990;
Q15022	GO:0001226; GO:0005634; GO:0005654; GO:0005730; GO:0016604; GO:0019058; GO:0021510; GO:0031490; GO:0032526; GO:0032682; GO:0035064; GO:0035098; GO:0042054; GO:0042532; GO:0045596; GO:0045814; GO:0046872; GO:0050680; GO:0070317; GO:0098532	IPR019135;
Q15025	GO:0002755; GO:0005654; GO:0005829; GO:0006412; GO:0006952; GO:0006954; GO:0007159; GO:0009101; GO:0016579; GO:0031593; GO:0042802; GO:0043124; GO:0045071; GO:0045944; GO:0050729; GO:0051019; GO:0070373; GO:0085032; GO:1903003	IPR033372;
Q15047	GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0007265; GO:0008270; GO:0010629; GO:0018024; GO:0033273; GO:0043231; GO:0045471; GO:0045869; GO:0046974; GO:0051567; GO:0070828; GO:0090309; GO:1990841	IPR016177;IPR040880;IPR025796;IPR001739;IPR003616;IPR007728;IPR001214;IPR002999;IPR041292;IPR041291;
Q15048	GO:0005737; GO:0019900; GO:0032088; GO:0034122	IPR001611;IPR032675;IPR026292;
Q15053	GO:0016021	IPR039964;
Q15059	GO:0003682; GO:0005634; GO:0006325; GO:0006357; GO:0070577	IPR043508;IPR043509;IPR001487;IPR036427;IPR018359;IPR027353;IPR038336;
Q15063	GO:0001666; GO:0001953; GO:0003073; GO:0005615; GO:0005802; GO:0007155; GO:0008201; GO:0008593; GO:0009612; GO:0009888; GO:0014850; GO:0014911; GO:0030198; GO:0031012; GO:0031594; GO:0032355; GO:0042060; GO:0044344; GO:0046872; GO:0050839; GO:0062023; GO:0071307; GO:0071356; GO:0071560; GO:1900025; GO:1990138; GO:1990523; GO:2000343	IPR011489;IPR036378;IPR000782;IPR016666;
Q15072	GO:0000978; GO:0000981; GO:0003677; GO:0005634; GO:0005730; GO:0005829; GO:0006355; GO:0006357; GO:0008201; GO:0008270	IPR036236;IPR013087;
Q15075	GO:0005516; GO:0005545; GO:0005737; GO:0005769; GO:0005829; GO:0005969; GO:0006897; GO:0006906; GO:0008270; GO:0016020; GO:0016189; GO:0019897; GO:0030742; GO:0031901; GO:0039694; GO:0042803; GO:0044308; GO:0045022; GO:0055037; GO:0070062	IPR013087;IPR000306;IPR017455;IPR011011;IPR013083;
Q15078	GO:0000079; GO:0000226; GO:0001764; GO:0002020; GO:0004672; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007158; GO:0007213; GO:0007411; GO:0007413; GO:0007420; GO:0009792; GO:0014069; GO:0016020; GO:0016241; GO:0016301; GO:0016533; GO:0018105; GO:0018107; GO:0019901; GO:0021549; GO:0021722; GO:0021766; GO:0021819; GO:0030182; GO:0030295; GO:0030424; GO:0030425; GO:0030426; GO:0030517; GO:0031116; GO:0031175; GO:0031594; GO:0032956; GO:0035235; GO:0035255; GO:0042501; GO:0043005; GO:0043014; GO:0043025; GO:0043197; GO:0043204; GO:0043231; GO:0043292; GO:0043525; GO:0043539; GO:0045296; GO:0045348; GO:0045664; GO:0045892; GO:0046875; GO:0048013; GO:0048471; GO:0048487; GO:0048511; GO:0051015; GO:0061001; GO:0061575; GO:0071158; GO:0090314; GO:0098693; GO:0098793; GO:1901796; GO:2000273	IPR004944;IPR036915;
Q15109	GO:0001540; GO:0001650; GO:0001666; GO:0001774; GO:0001914; GO:0001934; GO:0004888; GO:0005044; GO:0005576; GO:0005886; GO:0005887; GO:0006954; GO:0007166; GO:0007611; GO:0009611; GO:0009986; GO:0010255; GO:0016324; GO:0030054; GO:0031175; GO:0032693; GO:0032722; GO:0032731; GO:0032735; GO:0032755; GO:0032760; GO:0034116; GO:0038023; GO:0042104; GO:0042802; GO:0043507; GO:0044548; GO:0044877; GO:0045056; GO:0045087; GO:0046330; GO:0048143; GO:0048167; GO:0050727; GO:0050785; GO:0050930; GO:0051092; GO:0051101; GO:0070374; GO:0071639; GO:0072657; GO:0090647; GO:0098794; GO:0150003; GO:0150104; GO:1900271; GO:1900272; GO:1900453; GO:1900744; GO:1900745; GO:1901222; GO:1901224; GO:1902961; GO:1903523; GO:1904472; GO:1904597; GO:1904645; GO:1904646; GO:2000439; GO:2000514; GO:2001200	IPR013162;IPR007110;IPR036179;IPR013783;IPR003006;IPR003599;IPR003598;IPR013151;
Q15139	GO:0000421; GO:0001525; GO:0001938; GO:0004674; GO:0004697; GO:0004698; GO:0005524; GO:0005794; GO:0005802; GO:0005829; GO:0005886; GO:0006468; GO:0006915; GO:0006954; GO:0007030; GO:0007165; GO:0007229; GO:0007265; GO:0007399; GO:0010508; GO:0010595; GO:0010837; GO:0010976; GO:0016301; GO:0018105; GO:0018107; GO:0030148; GO:0030154; GO:0031647; GO:0032793; GO:0033138; GO:0034198; GO:0034599; GO:0035556; GO:0035924; GO:0038033; GO:0042802; GO:0043123; GO:0043536; GO:0043552; GO:0045087; GO:0045669; GO:0045766; GO:0045806; GO:0045944; GO:0046777; GO:0046872; GO:0048010; GO:0048193; GO:0051092; GO:0060548; GO:0071447; GO:0089700; GO:0106310; GO:0106311; GO:1901727; GO:2001028; GO:2001044	IPR020454;IPR011009;IPR002219;IPR011993;IPR001849;IPR000719;IPR017441;IPR015727;IPR008271;
Q15170	GO:0005634; GO:0005654; GO:0050699	IPR010370;IPR021156;
Q15173	GO:0000159; GO:0005634; GO:0005737; GO:0005829; GO:0006470; GO:0010469; GO:0010976; GO:0014066; GO:0019888; GO:0031334; GO:0031952; GO:0036498; GO:0045944; GO:0050730; GO:0051091; GO:0051388; GO:0051898; GO:0070317; GO:0071158; GO:0071363; GO:0072542	IPR011989;IPR016024;IPR002554;
Q15233	GO:0000398; GO:0000976; GO:0001650; GO:0002218; GO:0003676; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0006281; GO:0006310; GO:0006355; GO:0006397; GO:0007623; GO:0008380; GO:0016020; GO:0016363; GO:0016607; GO:0042382; GO:0042752; GO:0042802; GO:0045087; GO:0045892; GO:0090575; GO:1903377	IPR012975;IPR012677;IPR034552;IPR035979;IPR000504;
Q15270	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0006629; GO:0010906; GO:0030154; GO:0043467; GO:0050877	IPR009057;IPR017970;IPR001356;IPR020479;
Q15291	GO:0000976; GO:0005634; GO:0005654; GO:0005730; GO:0006974; GO:0035064; GO:0035097; GO:0043627; GO:0043687; GO:0044666; GO:0045652; GO:0048188; GO:0051568; GO:0071339; GO:1904837	IPR037850;IPR015943;IPR001680;IPR017986;
Q15303	GO:0000165; GO:0000976; GO:0001755; GO:0001934; GO:0004713; GO:0004714; GO:0005154; GO:0005524; GO:0005576; GO:0005634; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0005886; GO:0005887; GO:0007165; GO:0007169; GO:0007275; GO:0007399; GO:0007416; GO:0007507; GO:0007595; GO:0008284; GO:0008285; GO:0009880; GO:0009925; GO:0014068; GO:0016323; GO:0016477; GO:0018108; GO:0021551; GO:0021889; GO:0030334; GO:0033674; GO:0038128; GO:0042531; GO:0042803; GO:0043066; GO:0043235; GO:0043552; GO:0043653; GO:0045165; GO:0045211; GO:0045893; GO:0046427; GO:0046777; GO:0051897; GO:0060045; GO:0060644; GO:0060749; GO:0061026; GO:0070374; GO:0071364; GO:0098978; GO:0098982; GO:0099056; GO:0099061; GO:2000010; GO:2000145; GO:2001223	IPR006211;IPR006212;IPR032778;IPR009030;IPR011009;IPR000719;IPR017441;IPR000494;IPR036941;IPR001245;IPR008266;IPR020635;IPR016245;
