Entry	Name	GO annotations	Interpro domains	DeepTF score	GO annotations no IEA
Q9P0W2	HMG20B	GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006325 GO:0007049 GO:0010468 GO:0033234 GO:0035914 GO:0045666 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005694 GO:0016604	IPR009071;IPR036910;	0.9843	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0010468 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0016604
Q9P1U0	POLR1H	GO:0003899 GO:0003676 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0006139 GO:0006363 GO:0006379 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005736	IPR019761;IPR012164;IPR034004;IPR001222;	NA	GO:0003899 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006139 GO:0006363 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005736
Q9P1U1	ACTR3B	GO:0051015 GO:0003674 GO:0005524 GO:0008150 GO:0005737 GO:0005856 GO:0042995 GO:0070062	IPR004000;IPR020902;IPR043129;	0.0069	GO:0051015 GO:0003674 GO:0008150 GO:0070062
Q9P1Y6	PHRF1	GO:0019904 GO:0046872 GO:0070063 GO:0006366 GO:0006397 GO:0016020	IPR011011;IPR001965;IPR019787;IPR001841;IPR013083;IPR017907;	NA	GO:0070063 GO:0016020
Q9P1Z0	ZBTB4	GO:0000977 GO:0000978 GO:0000981 GO:0001227 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008327 GO:0010428 GO:0019901 GO:0042803 GO:0043565 GO:0046872 GO:0000122 GO:0006355 GO:0006974 GO:0045892 GO:0005634 GO:0005654 GO:0005694 GO:0005829 GO:0016604	IPR000210;IPR011333;IPR036236;IPR013087;	NA	GO:0000977 GO:0000978 GO:0000981 GO:0001227 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008327 GO:0010428 GO:0019901 GO:0042803 GO:0043565 GO:0000122 GO:0006355 GO:0006974 GO:0045892 GO:0005634 GO:0005654 GO:0005829 GO:0016604
Q9P1Z2	CALCOCO1	GO:0000976 GO:0000976 GO:0000978 GO:0003682 GO:0003712 GO:0003713 GO:0003713 GO:0003713 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008013 GO:0008022 GO:0030374 GO:0043565 GO:0046872 GO:0070016 GO:0007165 GO:0010628 GO:0016055 GO:0030518 GO:0045893 GO:0045944 GO:0045944 GO:0000785 GO:0005634 GO:0005829 GO:0043231	IPR012852;IPR041641;IPR041611;	0.9973	GO:0000976 GO:0000976 GO:0000978 GO:0003712 GO:0003713 GO:0003713 GO:0003713 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008013 GO:0008022 GO:0030374 GO:0043565 GO:0070016 GO:0007165 GO:0010628 GO:0030518 GO:0045893 GO:0045944 GO:0045944 GO:0005634 GO:0005829 GO:0043231
Q9P215	POGK	GO:0003677 GO:0005515 GO:0006355 GO:0005634 GO:0005654	IPR018586;IPR004875;IPR009057;IPR006600;IPR001909;IPR036051;	0.9594	GO:0003677 GO:0005515 GO:0005634 GO:0005654
Q9P243	ZFAT	GO:0000978 GO:0000981 GO:0001228 GO:0046872 GO:0002244 GO:0006355 GO:0045944 GO:0060712 GO:0005634 GO:0005829	IPR036236;IPR013087;	NA	GO:0000978 GO:0000981 GO:0006355
Q9P255	ZNF492	GO:0000978 GO:0000981 GO:0046872 GO:0006355 GO:0006357 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9933	GO:0000978 GO:0000981 GO:0006355
Q9P267	MBD5	GO:0003677 GO:0003682 GO:0003682 GO:0007399 GO:0040014 GO:0042593 GO:0050795 GO:0060399 GO:0005634 GO:0010369 GO:0005634 GO:0005654 GO:0005654 GO:0005694 GO:0010369 GO:0030496 GO:0070062	IPR016177;IPR037385;IPR001739;IPR000313;	NA	GO:0003677 GO:0003682 GO:0003682 GO:0007399 GO:0040014 GO:0042593 GO:0050795 GO:0060399 GO:0005634 GO:0010369 GO:0005634 GO:0005654 GO:0005654 GO:0010369 GO:0030496 GO:0070062
Q9P281	BAHCC1	GO:0003682	IPR001025;IPR043151;	NA	NA
Q9P2D1	CHD7	GO:0000978 GO:0003678 GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016887 GO:1990841 GO:0001501 GO:0001701 GO:0001974 GO:0003007 GO:0003222 GO:0003226 GO:0006338 GO:0006355 GO:0006364 GO:0007417 GO:0007512 GO:0007605 GO:0007628 GO:0008015 GO:0009617 GO:0010880 GO:0021545 GO:0021553 GO:0021772 GO:0030217 GO:0030540 GO:0032508 GO:0035116 GO:0035909 GO:0036302 GO:0040018 GO:0042048 GO:0042472 GO:0043584 GO:0045944 GO:0048752 GO:0048806 GO:0050767 GO:0050890 GO:0060041 GO:0060123 GO:0060173 GO:0060324 GO:0060384 GO:0060411 GO:0060429 GO:0062009 GO:0005634 GO:0005634 GO:0005654 GO:0005730	IPR006576;IPR037259;IPR016197;IPR000953;IPR023780;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;	NA	GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0001501 GO:0001701 GO:0003007 GO:0006355 GO:0007417 GO:0021545 GO:0030217 GO:0042472 GO:0043584 GO:0048806 GO:0050890 GO:0060041 GO:0060123 GO:0060173 GO:0060324 GO:0062009 GO:0005634 GO:0005634 GO:0005654 GO:0005730
Q9P2E3	ZNFX1	GO:0003723 GO:0003723 GO:0003723 GO:0004386 GO:0008270 GO:0002218 GO:0031048 GO:0042742 GO:0045071 GO:0051607 GO:0005741 GO:0010494 GO:0031380	IPR016024;IPR041679;IPR041677;IPR027417;IPR000967;	NA	GO:0003723 GO:0003723 GO:0003723 GO:0002218 GO:0031048 GO:0042742 GO:0045071 GO:0051607 GO:0005741 GO:0010494 GO:0031380
Q9P2F5	STOX2	GO:0000977 GO:0001228 GO:0003674 GO:0001893 GO:0009792 GO:0045944 GO:0005575 GO:0005634 GO:0005737	IPR019391;IPR040126;	0.0385	GO:0000977 GO:0001228 GO:0003674 GO:0001893 GO:0009792 GO:0045944 GO:0005575 GO:0005634 GO:0005737
Q9P2F9	ZNF319	GO:0000978 GO:0001228 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0006357 GO:0045944 GO:0005634	IPR036236;IPR013087;	0.4589	GO:0000978 GO:0001228 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0005634
Q9P2G3	KLHL14	GO:0005783 GO:0043005 GO:0043025 GO:0005783 GO:0005789 GO:0005829 GO:0015629 GO:0016235	IPR011705;IPR017096;IPR000210;IPR015915;IPR006652;IPR030584;IPR011333;	0.0083	GO:0005783 GO:0043005 GO:0043025 GO:0005783 GO:0005829 GO:0015629 GO:0016235
Q9P2G9	KLHL8	GO:0006511 GO:0016567 GO:0016567 GO:0005654 GO:0031463	IPR011705;IPR017096;IPR000210;IPR011043;IPR015915;IPR006652;IPR030605;IPR011333;	0.0046	GO:0006511 GO:0016567 GO:0005654 GO:0031463
Q9P2J8	ZNF624	GO:0000978 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0006357 GO:0005634	IPR001909;IPR036051;IPR036236;IPR013087;	0.9885	GO:0000978 GO:0000981 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0005634
Q9P2K3	RCOR3	GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0016575 GO:0045892 GO:0005654 GO:0005829 GO:0000118 GO:0005667	IPR000949;IPR009057;IPR001005;IPR017884;	0.9926	GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0016575 GO:0045892 GO:0005654 GO:0005829 GO:0000118 GO:0005667
Q9P2K5	MYEF2	GO:0003697 GO:0003723 GO:0003729 GO:0006357 GO:0014902 GO:0030182 GO:2000815 GO:0005634 GO:0005737 GO:0005634 GO:0071014 GO:1990904	IPR034632;IPR034630;IPR034631;IPR012677;IPR035979;IPR000504;	0.7031	GO:0003723 GO:0003729 GO:0014902 GO:0030182 GO:2000815 GO:0005634 GO:0005737 GO:0005634 GO:0071014 GO:1990904
Q9P2K6	KLHL42	GO:0004842 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0000209 GO:0000209 GO:0007049 GO:0032886 GO:0032886 GO:0043161 GO:0043161 GO:0051301 GO:0005819 GO:0005829 GO:0005829 GO:0005829 GO:0031463	IPR011705;IPR000210;IPR015915;IPR006652;IPR011333;	0.086	GO:0004842 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0000209 GO:0000209 GO:0032886 GO:0032886 GO:0043161 GO:0043161 GO:0005829 GO:0005829 GO:0005829 GO:0031463
Q9P2K8	EIF2AK4	GO:0000049 GO:0004672 GO:0004674 GO:0004694 GO:0004694 GO:0004694 GO:0004694 GO:0004694 GO:0004712 GO:0004712 GO:0005524 GO:0106310 GO:0000077 GO:0001934 GO:0002230 GO:0002250 GO:0002286 GO:0002821 GO:0006446 GO:0006468 GO:0006468 GO:0007049 GO:0007612 GO:0007616 GO:0010998 GO:0010998 GO:0019081 GO:0032057 GO:0032792 GO:0034198 GO:0034198 GO:0034644 GO:0036492 GO:0044828 GO:0045665 GO:0045947 GO:0046777 GO:0051607 GO:0060259 GO:0070417 GO:0071264 GO:0140469 GO:0140469 GO:1900273 GO:1990138 GO:1990253 GO:0005829 GO:0022626 GO:0005844	IPR036621;IPR016255;IPR041715;IPR024435;IPR011009;IPR000719;IPR017441;IPR006575;IPR008271;IPR016135;	NA	GO:0000049 GO:0004672 GO:0004674 GO:0004694 GO:0004694 GO:0004694 GO:0004694 GO:0004694 GO:0002230 GO:0002286 GO:0002821 GO:0006446 GO:0006468 GO:0006468 GO:0007612 GO:0007616 GO:0010998 GO:0010998 GO:0019081 GO:0032057 GO:0032792 GO:0034198 GO:0034198 GO:0034644 GO:0036492 GO:0044828 GO:0045665 GO:0045947 GO:0046777 GO:0060259 GO:0070417 GO:0071264 GO:0140469 GO:0140469 GO:1900273 GO:1990138 GO:1990253 GO:0005829 GO:0022626 GO:0005844
Q9P2K9	DISP3	GO:0003674 GO:0007224 GO:0008203 GO:0030154 GO:0032368 GO:0042632 GO:0045665 GO:0045834 GO:2000179 GO:0005737 GO:0005783 GO:0005789 GO:0016021 GO:0030659 GO:0031965	IPR042480;IPR003392;IPR000731;	NA	GO:0003674 GO:0007224 GO:0032368 GO:0042632 GO:0045665 GO:0045834 GO:2000179 GO:0005737 GO:0005783 GO:0016021 GO:0031965
Q9P2N5	RBM27	GO:0003723 GO:0003723 GO:0003723 GO:0046872 GO:0006397 GO:0005634 GO:0005737 GO:0016607	IPR012677;IPR002483;IPR035979;IPR034451;IPR000504;IPR000571;	NA	GO:0003723 GO:0003723 GO:0003723 GO:0005634
Q9P2N7	KLHL13	GO:0004842 GO:0005515 GO:0047485 GO:0097602 GO:0007049 GO:0016567 GO:0016567 GO:0032465 GO:0051301 GO:0030496 GO:0005829 GO:0005829 GO:0005829 GO:0031463 GO:0031463	IPR011705;IPR017096;IPR000210;IPR015915;IPR006652;IPR011333;	0.0105	GO:0004842 GO:0005515 GO:0047485 GO:0097602 GO:0016567 GO:0032465 GO:0030496 GO:0005829 GO:0005829 GO:0005829 GO:0031463 GO:0031463
Q9P2R6	RERE	GO:0003682 GO:0003713 GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0043565 GO:0006338 GO:0021691 GO:0021930 GO:0021942 GO:0045892 GO:0045893 GO:0048755 GO:0048813 GO:0005634 GO:0000118 GO:0005634	IPR002951;IPR001025;IPR000949;IPR009057;IPR001005;IPR017884;IPR000679;	NA	GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634
Q9P2W1	PSMC3IP	GO:0003690 GO:0005515 GO:0005515 GO:0005515 GO:0030374 GO:0120230 GO:0000709 GO:0007129 GO:0010774 GO:0045893 GO:0050790 GO:0000794 GO:0005654 GO:0120231	IPR040461;IPR010776;IPR040661;IPR036388;	0.0201	GO:0003690 GO:0005515 GO:0005515 GO:0005515 GO:0030374 GO:0120230 GO:0000709 GO:0007129 GO:0010774 GO:0000794 GO:0005654 GO:0120231
Q9P2Y4	ZNF219	GO:0000978 GO:0000978 GO:0000981 GO:0001227 GO:0003677 GO:0003700 GO:0003700 GO:0004969 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0000122 GO:0001505 GO:0006355 GO:0006355 GO:0007186 GO:0032332 GO:0045892 GO:0045944 GO:0060174 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0016021	IPR003980;IPR036236;IPR013087;	0.9773	GO:0000978 GO:0000978 GO:0000981 GO:0001227 GO:0003677 GO:0003700 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0000122 GO:0006355 GO:0006355 GO:0045892 GO:0005634 GO:0005634 GO:0005634 GO:0005654
Q9P2Z0	THAP10	GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872	IPR006612;IPR038441;	0.9946	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515
Q9UBB5	MBD2	GO:0031492 GO:0003696 GO:0003729 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008327 GO:0008327 GO:0008327 GO:0019904 GO:0035197 GO:0070742 GO:0000122 GO:0006338 GO:0006338 GO:0006346 GO:0007507 GO:0007568 GO:0009612 GO:0016575 GO:0030177 GO:0031667 GO:0032355 GO:0034622 GO:0035563 GO:0042127 GO:0042711 GO:0042711 GO:0044030 GO:0045892 GO:0048568 GO:0071407 GO:0000785 GO:0000785 GO:0000792 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0032991	IPR016177;IPR032343;IPR025884;IPR001739;	0.0247	GO:0031492 GO:0003696 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008327 GO:0008327 GO:0008327 GO:0019904 GO:0070742 GO:0000122 GO:0006338 GO:0006338 GO:0006346 GO:0016575 GO:0045892 GO:0000785 GO:0000785 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0032991
Q9UBC0	ONECUT1	GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0003682 GO:1990837 GO:0001889 GO:0001952 GO:0002064 GO:0006006 GO:0006355 GO:0006357 GO:0007219 GO:0007492 GO:0009653 GO:0030183 GO:0030335 GO:0030512 GO:0031018 GO:0045165 GO:0045944 GO:0048536 GO:0060271 GO:0005634 GO:0000785	IPR003350;IPR009057;IPR001356;IPR010982;	0.9865	GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:1990837 GO:0006355 GO:0006357 GO:0045944 GO:0005634 GO:0000785
Q9UBC1	NFKBIL1	GO:0005515 GO:0005515 GO:0007249 GO:0031665 GO:0032088 GO:0032720 GO:0034122 GO:0034122 GO:0071222 GO:0005634 GO:0005634 GO:0005654 GO:0005829	IPR020683;IPR036770;IPR038753;	0.0109	GO:0005515 GO:0005515 GO:0007249 GO:0031665 GO:0032088 GO:0032720 GO:0034122 GO:0034122 GO:0071222 GO:0005634 GO:0005634 GO:0005654
Q9UBC3	DNMT3B	GO:0003677 GO:0003714 GO:0003714 GO:0003886 GO:0003886 GO:0003886 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0009008 GO:0009008 GO:0009008 GO:0046872 GO:0000122 GO:0006306 GO:0006306 GO:0006306 GO:0010628 GO:0051571 GO:0051573 GO:0090116 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:1902494	IPR025766;IPR018117;IPR001525;IPR040552;IPR030488;IPR000313;IPR029063;IPR011011;	0.9784	GO:0003714 GO:0003714 GO:0003886 GO:0003886 GO:0003886 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0009008 GO:0009008 GO:0009008 GO:0000122 GO:0006306 GO:0006306 GO:0006306 GO:0010628 GO:0051571 GO:0051573 GO:0090116 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:1902494
Q9UBD0	HSFX1,HSFX2	GO:0000978 GO:0000981 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0005634 GO:0005634 GO:0005737 GO:0000785	IPR000232;IPR027725;IPR036388;IPR036390;	0.9762	GO:0000978 GO:0000981 GO:0003700 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006357 GO:0005634 GO:0005634 GO:0000785
Q9UBE8	NLK	GO:0000287 GO:0004672 GO:0004674 GO:0004674 GO:0004707 GO:0004707 GO:0004712 GO:0004712 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0031625 GO:0042169 GO:0106310 GO:0140297 GO:0140297 GO:0000165 GO:0006355 GO:0006468 GO:0007179 GO:0007223 GO:0018107 GO:0030178 GO:0035556 GO:0035556 GO:0042501 GO:0046777 GO:0050821 GO:0005634 GO:0005737 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829	IPR011009;IPR003527;IPR000719;IPR017441;IPR008271;	0.0274	GO:0000287 GO:0004672 GO:0004674 GO:0004674 GO:0004707 GO:0004707 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0031625 GO:0042169 GO:0140297 GO:0140297 GO:0006355 GO:0006468 GO:0007179 GO:0007223 GO:0018107 GO:0030178 GO:0035556 GO:0035556 GO:0042501 GO:0050821 GO:0005634 GO:0005737 GO:0005634 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829
Q9UBG7	RBPJL	GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0003682 GO:0003700 GO:0005515 GO:0007165 GO:0045944 GO:0005634 GO:0000785 GO:0005667	IPR015350;IPR036358;IPR040159;IPR013783;IPR014756;IPR008967;IPR015351;IPR037095;IPR038007;	0.0158	GO:0000978 GO:0000981 GO:0000981 GO:0003700 GO:0005515 GO:0007165 GO:0000785
Q9UBI1	COMMD3	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0006814 GO:0005576 GO:0005634 GO:1904813	IPR017920;IPR037355;	0.0685	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005576 GO:1904813
Q9UBK2	PPARGC1A	GO:0048662 GO:0006355 GO:0003677 GO:0003677 GO:0003712 GO:0003713 GO:0003713 GO:0003713 GO:0003723 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016922 GO:0030374 GO:0030374 GO:0031490 GO:0031625 GO:0043565 GO:0140297 GO:0001659 GO:0001678 GO:0002021 GO:0006094 GO:0006355 GO:0006367 GO:0006397 GO:0007005 GO:0007586 GO:0008380 GO:0010628 GO:0010628 GO:0010822 GO:0010822 GO:0014850 GO:0019395 GO:0022904 GO:0032922 GO:0034599 GO:0035066 GO:0042594 GO:0042752 GO:0043524 GO:0045333 GO:0045722 GO:0045893 GO:0045893 GO:0045944 GO:0045944 GO:0045944 GO:0046321 GO:0050821 GO:0050873 GO:0051091 GO:0051091 GO:0060612 GO:0065003 GO:0097009 GO:0120162 GO:1901215 GO:1901857 GO:1901860 GO:1901863 GO:2001171 GO:0005634 GO:0000785 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005737 GO:0016605 GO:0043231	IPR012677;IPR034605;IPR034625;IPR034833;IPR035979;IPR000504;	0.9951	GO:0048662 GO:0006355 GO:0003677 GO:0003677 GO:0003712 GO:0003713 GO:0003713 GO:0003713 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016922 GO:0030374 GO:0030374 GO:0031490 GO:0031625 GO:0043565 GO:0140297 GO:0001659 GO:0001678 GO:0006094 GO:0006355 GO:0006367 GO:0006397 GO:0007005 GO:0007586 GO:0008380 GO:0010628 GO:0010628 GO:0010822 GO:0010822 GO:0014850 GO:0019395 GO:0022904 GO:0032922 GO:0034599 GO:0035066 GO:0042594 GO:0042752 GO:0043524 GO:0045333 GO:0045722 GO:0045893 GO:0045893 GO:0045944 GO:0045944 GO:0045944 GO:0046321 GO:0050821 GO:0050873 GO:0051091 GO:0051091 GO:0065003 GO:0097009 GO:0120162 GO:1901215 GO:2001171 GO:0005634 GO:0000785 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0043231
